Titulo,Precio,Rating,Ubicacion,Ventas 60 dias
Portatil Asus Intel Core I5 1135g7 Ssd 1tb Ram 8gb Led 14,2.509.900,0,"Bucaramanga, Santander.",+500
Portátil Asus M3500q - Ryzen 7 - 16gb Ram - 512gb - 15.6 ,3.749.900,0,"Medellín, Antioquia.",+100
Portatil Hp Amd Ryzen 5 5500u Ssd 512gb + Hdd 1tb Ram 16gb,2.249.900,0,"Bucaramanga, Santander.",+500
Usb Tipo C Macbook Touch Bar A Hdmi Usb 3.0 Usb C 3 En 1 Gri,86.000,0,"Kennedy, Bogotá D.C..",+1000
Computador Mini Intel Apollo Lake N3450 Con Windows 10 ,680.152,4.4,"Engativá, Bogotá D.C..",+100
Portatil Lenovo Intel Core I5 1135g7 Ssd 512gb Ram 8gb,2.249.900,0,"Bucaramanga, Santander.",+500
"Portatil Msi Gf63 I5-10500h, 4gbgtx1650, 1tb+256gb, 16gb Ram",4.139.900,5.0,"Usaquén, Bogotá D.C..",+100
Portatil Hp Amd Ryzen 5 5500u Disco Hdd 1tb Ram 16gb Led 14,2.009.900,0,"Bucaramanga, Santander.",+500
Portatil Dell Inspiron 15-35011 I3  256ssd  8gb 15.6 Wind,1.425.000,0,"Chapinero, Bogotá D.C..",+100
"Portatil Asus X543ua Intel Corei5 15,6 8 Ram 512 Ssd Endless",2.310.000,0,"Chapinero, Bogotá D.C..",+100
Portatil Gamer Acer Nitro 5 Intel Core I5 8gb 512ssd Gtx1650,3.793.850,0,,0
Portatil Asus Vivobook X415ja I3 1005g1 8gb Ssd 256gb Win 10,1.799.857,0,"Suba, Bogotá D.C..",+1000
Portátil Acer Aspire Amd Ryzen 5 5500u Ssd 256gb Ram 8gb,2.189.900,0,"Bucaramanga, Santander.",+500
"Laptop HP 240 G7 gris 14"", Intel Core i3 1005G1  4GB de RAM 1TB HDD, Intel UHD Graphics G1 (Ice Lake 32 EU) 1366x768px Windows 10",1.799.000,0,"Medellín, Antioquia.",+50
Portátil Lenovo V14 Ryzen 5 4500u Ssd 250gb +1tb Hdd +12gb,2.270.000,0,"Chapinero, Bogotá D.C..",+500
Portatil Asus Intel Core I3 Ssd 1tb Ram 8gb Con Huella ,1.949.900,0,"Bucaramanga, Santander.",+500
"Portatil Asus K513e-bq1796 Core I5 8gb - Ssd 512gb - 15,6",2.749.000,4.8,"Suba, Bogotá D.C..",+100
Laptop Asus Tuf Onceava I5 11300h Ram 16gb Ssd 512gb Rtx3050,5.714.143,0,"Suba, Bogotá D.C..",+1000
Portátil Gamer Hp Victus Intel Core I5 8gb 512gb 16-d0508la ,6.158.880,0,"Cota, Cundinamarca.",+100
Hp 15-dy2062la Intel Core I3 4gb 256gb Ssd Windows 10licencd,1.749.999,0,"Chapinero, Bogotá D.C..",+100
Asus Amd Ryzen 5 3500u  16gb De Ram 1tb Hdd 256gb Ssd,2.199.900,0,"Medellín, Antioquia.",+5
Portatil Hp Amd Ryzen 5 5500u Ssd 512gb + Hdd 1tb Ram 12gb,2.169.900,0,"Bucaramanga, Santander.",+500
Portatil Asus Intel Core I5 1135g7 Ssd 1tb Ram 12gb Led 14,2.599.900,0,"Bucaramanga, Santander.",+500
Computador Portátil Asus X543 Core I5 - 256gb Ssd 12gb Ram,3.200.000,0,"Chapinero, Bogotá D.C..",+50
Laptop Huawei Matebook 15.6  Intel Core I5 8gb Ram 512gb Ssd,3.999.300,0,"Bucaramanga, Santander.",+25
"Msi Modern 14 B10mw-640 I5-10210u, 8 Gb De Ram, 128 Win Pro",2.198.980,0,"Medellín, Antioquia.",+100
Portatil Dell 15-3515 Ryzen 5 3450 Ssd 960gb 16gb Windows 11,2.590.000,0,"Chapinero, Bogotá D.C..",+500
"Portatil Asus M515da Ryzen 7 3700u 1tb 8gb Rx Vega 15,6 Fhd",2.089.900,0,"Cali, Valle Del Cauca.",+1000
Portátil Hp Core-i5 12gb 256gb-ssd 1tb-hdd T.video Táctil 17 (Reacondicionado),2.899.900,0,"Kennedy, Bogotá D.C..",+100
Portatil Lenovo Core I5 10ma 8gb 1tb + Ssd 250gb Laptop V14,2.248.000,0,"Cali, Valle Del Cauca.",+1000
"Portátil Asus Vivobook14 Corei3, 512gb Ssd, Ram 8 Gb, Huella",2.394.000,0,"Usaquén, Bogotá D.C..",+100
Computador Portatil Acer Amd Ryzen 3 3250u Ssd 1tb Ram 12gb,1.939.900,0,"Bucaramanga, Santander.",+500
Computador Portatil Acer Amd Ryzen 3 3250u Ssd 1tb Ram 8gb,1.849.900,0,"Bucaramanga, Santander.",+500
Portatil Hp Core I5 10ma 4gb Ram 256 Ssd Laptop 14-cf2522la,1.369.000,0,"Cali, Valle Del Cauca.",+1000
Portatil Hp Amd Ryzen 5 5500u Ssd 512gb + Hdd 1tb Ram 8gb,2.069.900,0,"Bucaramanga, Santander.",+500
"Portátil Lenovo 3 Core I5 1135g7 Ssd 256gb +12gb Fhd 4,2 Ghz",2.250.000,0,"Chapinero, Bogotá D.C..",+500
Portatil Dell Vostro 3400 Core I5 1135g7 11th Gen 1tb 8gb,1.880.000,0,"Chapinero, Bogotá D.C..",+500
Computador Portatil Dell Core I5 16gb Ram 500gb Ssd Disco,2.846.230,0,"Bucaramanga, Santander.",+500
Computador Portátil Hp Amd Ryzen 5 Ram 16gb Disco Ssd 512 Gb,3.599.470,0,"Bucaramanga, Santander.",+25
Portatil Dell Vostro 3400 Core I5 1135g7 20gb 1tb + 500gb 14,2.360.000,0,"Cali, Valle Del Cauca.",+1000
Laptop Asus X415ja-bv2198 Intel Core I3 1005g1 4gb 256gb Ssd,1.367.000,4.5,"Chapinero, Bogotá D.C..",+1000
Portatil Dell 15-3515 Ryzen 5 3450u Ssd 500gb 8gb Windows 11,1.950.000,0,"Chapinero, Bogotá D.C..",+500
Portátil Lenovo V14 Are Ryzen 7 8gb Ssd 512gb Windows Prueba,2.699.888,0,"Chapinero, Bogotá D.C..",+500
Computador Portátil Asus Core I3 8gb 256gb 14 PuLG,1.499.880,5.0,"Bucaramanga, Santander.",+500
Computador Portatil Lenovo Amd 3020e 8gb Ram 1tera 128ssd,1.450.000,0,"Chapinero, Bogotá D.C..",+100
Computador Portatil Acer Amd Ryzen 5 3500u Ssd 512gb Ram12gb,2.399.900,0,"Bucaramanga, Santander.",+500
Portátil Gamer Acer Intel I5 -10300h 8gb  256 Ssd + 1tb Hdd,3.304.000,0,"Bucaramanga, Santander.",+500
"Dell Inspiron 3,  Intel Core I3 1005g1, 1tb Ram 8gb 15.6",1.450.000,0,"Chapinero, Bogotá D.C..",+50
Portatil Asus M1402ia-ek094 Ryzen 5 4600h 8gb 512gb 14fhd ,2.049.200,0,"Chapinero, Bogotá D.C..",+1000
Portatil Dell Vostro 3405 Ryzen 5 3450 Ssd 256gb 16gb Vega 8,1.870.000,0,"Chapinero, Bogotá D.C..",+500
Computador Portatil Acer Amd Ryzen 3 3250u Ssd256gb Ram 20gb,1.759.900,0,"Bucaramanga, Santander.",+500
Laptop Asus Core I5 1135g7 X415ea 20gb Ssd 512gb 14 Windows ,2.350.000,0,"Chapinero, Bogotá D.C..",+100
Portatil Hp Amd Ryzen 5 5500u Ssd 256gb Ram 12gb Led 14,2.009.900,0,"Bucaramanga, Santander.",+500
Portátil Gaming Lenovo S340 Ryzen 5 Vega Graphics 2gb 8g Ssd,2.670.000,0,"Teusaquillo, Bogotá D.C..",+50
Portatil Acer Aspire Intel Core I5 10210u Hdd 1tb Ram 8gb,2.329.900,0,"Bucaramanga, Santander.",+500
Portatil Gamer Asus Tuf I5 11260h 512gb Rtx 3050 Ti 144hz 17,4.890.000,0,"Kennedy, Bogotá D.C..",+100
Portatil Hp 245 G7 Amd Ryzen 5 3500u 1tb+480ssd +16gb Vega 8,2.125.000,0,"Chapinero, Bogotá D.C..",+500
"Portatil Gamer Msi Gf63 I5 11400h, 16gb Ram, Gtx 1650 512gb ",3.599.000,0,"Suba, Bogotá D.C..",+100
Laptop Asus X415 Core I5 11av Gen Ssd 256gb 8gb Full Hd,1.900.000,0,"Chapinero, Bogotá D.C..",+500
Portatil Lenovo Amd Ryzen 5 5500u Ssd 256gb Ram 8gb Led 14,1.909.900,0,"Bucaramanga, Santander.",+500
"Laptop  Asus M515da Ryzen 7 3700u 1tb + 512gb 16gb Vega 15,6",2.900.000,0,"Chapinero, Bogotá D.C..",+100
Portatil Hp Pavilion X360 Core I5 11ava Ram 8gb Ssd 256gb,3.299.900,0,"Bucaramanga, Santander.",+100
Laptop Lenovo Thinkbook 14 Core I5 11va 512gb 8gb Ram ,3.900.001,0,"Rafael Uribe Uribe, Bogotá D.C..",+100
Portatil Asus Intel Core I3 Ssd 512gb Ram 8gb Con Huella,1.769.900,0,"Bucaramanga, Santander.",+500
Portátil Asus X1502za-bq243 Ci5 1240p 8gb  Ssd 512 Gb  15.6 ,2.699.900,0,"Medellín, Antioquia.",+100
Acer Chromebook 315 15.6 | Intel N4000 | 4gb Ram 32gb ,850.000,0,"Palmira, Valle Del Cauca.",+100
Portatil Asus Intel Core I3 Ssd 256gb Ram 12gb Con Huella,1.699.900,0,"Bucaramanga, Santander.",+500
Macbook Air 13.3' Chip M1 2020 - 256gb Ssd 8gb Ram - Sellado,4.899.990,0,"Chapinero, Bogotá D.C..",+100
Asus F415ea Core I5-1135g7 11°gen Ram 16gb Ssd 256gb Win 10,2.749.900,0,"Usaquén, Bogotá D.C..",+100
Portatil Acer Intel Ci3 Disco Hdd 1tb + Solido 512gb Ram 8gb,1.709.900,0,"Bucaramanga, Santander.",+500
Lenovo Thinkbook Ryzen 7 5700u 16gb/ 512gb Win 10 Pro,4.200.000,0,"Chapinero, Bogotá D.C..",+50
Laptop Asus M3500q Ryzen 5 5600h 8gb/512gb /15 Fhd Oled  R,2.899.000,0,"Ibagué, Tolima.",+100
Portátil Gamer Acer Intel I5 -10300h  16gb  256ssd+1 Tb Hdd,3.505.600,0,"Bucaramanga, Santander.",+500
Portatil Acer Intel Ci3 Disco Hdd1tb + Solido 512gb Ram 12gb,1.799.900,0,"Bucaramanga, Santander.",+500
Computador Portatil Lenovo Ryzen 7 8gb 512gb Ssd ,2.699.900,0,"Bucaramanga, Santander.",+50
Portatil Acer Intel Dual Core N4500 Disco Ssd 1tb Ram 32gb,1.769.900,0,"Bucaramanga, Santander.",+500
Portátil Lenovo Core I3 8gb 512gb Ideapad 12ava 14iau7 14p,1.449.900,0,"Medellín, Antioquia.",+100
Portatil Lenovo Ryzen 3 4300 12gb Ssd 256 Pantalla 14  Azul,1.699.000,0,"Chapinero, Bogotá D.C..",+100
"Portátil Hp 14, Core I5 10gen, Ram 16gb, 512gb Ssd, Quadcore",2.899.000,0,"Usaquén, Bogotá D.C..",+100
"Laptop Galaxy Chromebook 4 11.6 PuLG 64gb Emmc, 4gb Ram,hd ",1.199.000,0,"Cali, Valle Del Cauca.",+100
"Portatil Acer Intel Core I3 1115g4 Ssd 512gb Ram 8gb Led 15,",1.709.900,0,"Bucaramanga, Santander.",+500
"Portatil Asus X543ua-gq3521 Corei5 15,6 8ram 512 Ssd Endless",2.400.000,0,"Chapinero, Bogotá D.C..",+100
Computador Portatil Dell Core I5 16gb Ram 500gb Ssd Disco,2.846.060,0,"Bucaramanga, Santander.",+50
Portátil Lenovo Ideapad 3 Core I5 8gb 256gb Ssd Fhd W11orig,2.199.900,0,"Chapinero, Bogotá D.C..",+50
Portátil Corporativo Lenovo T480 Core I5 8th 16g 500ssd Leer,2.470.000,0,"Teusaquillo, Bogotá D.C..",+50
Computador Portatil Acer Amd Ryzen 3 3250u Ssd 512gb Ram 8gb,1.669.900,0,"Bucaramanga, Santander.",+500
Computador Portatil Acer Amd Ryzen 3 3250u Ssd 1tb Ram 4gb,1.749.900,0,"Bucaramanga, Santander.",+500
Asus Chromebook C204ma-gj0470 4gb Ram /64gb Ssd/,1.679.900,0,"Cota, Cundinamarca.",+1000
Portátil Asus K513ea-bq368 15.6 Fhd Core I5 8gb 256 Gb Ssd ,2.649.888,5.0,"Chapinero, Bogotá D.C..",+500
Portatil Asus M415da-bv797 14  Ryzen 3 4gb 256gb Endless,1.239.888,0,"Chapinero, Bogotá D.C..",+500
Computador Asus Laptop L210 11.6 ,987.900,0,"Medellín, Antioquia.",+100
Portátil Dell 3490 I5 10ma Ssd 240gb + Hdd 1tb 8gb Win10p,2.329.000,0,"Bucaramanga, Santander.",+100
Portatil Dell Vostro Amd Ryzen 5 12gb Ram 1 Tera 256gb Ssd,2.292.800,0,"Bucaramanga, Santander.",+500
Computador Portatil  Hp 240 G8  1tb - 4gb - 14  Windows 10,1.500.000,0,"Chapinero, Bogotá D.C..",+100
Portátil Asus Vibobook Core I7 1165g7 8 Ram 512 Ssd 15.6 Fhd,3.099.900,0,"Ipiales, Nariño.",+50
Laptop Dell Inspiron 3501 I3-1115g4 8gb 256gb Graphics Xe,1.999.000,0,"Bucaramanga, Santander.",+1000
"Apple MacBook Pro (14 pulgadas, Chip M1 Pro de Apple con CPU de 10 núcleos,, 16 GB RAM, 1 TB SSD) - space gray",11.699.900,0,,0
"Laptop HP 240 G7 gris 14"", Intel Core i3 7020U  4GB de RAM 1TB HDD, Intel UHD Graphics 620 1366x768px FreeDOS",2.027.900,0,"Usaquén, Bogotá D.C..",+50
Portatil Asus Core I5 1135g7 20gb 256gb 14 Fhd + Mouse G300s,2.360.000,0,"Cali, Valle Del Cauca.",+1000
Equipo Portatil Lenovo Amd Ryzen 3 5300u Ssd 512gb Ram 8gb,1.629.900,0,"Bucaramanga, Santander.",+500
Portatil Asus Vivobook S 14 Flip 14 Pulgadas,3.905.900,0,"Medellín, Antioquia.",+100
Portatil Lenovo V14 Are Ryzen 7 12gb 1tb+ssd 512gb 14,2.799.888,0,"Chapinero, Bogotá D.C..",+500
Computador Portatil Lenovo Intel Core I3 Ssd 256gb Ram 12gb,1.759.900,0,"Bucaramanga, Santander.",+500
"Asus X543ua, Intel Ci5 8va, Ram 8gb, Ssd 256gb + Mouse",3.000.000,0,"Chapinero, Bogotá D.C..",+50
Portatil Hp Amd Ryzen 5-5500 Ram 8gb Disco 1tera 14 PuLG,1.549.900,0,"Bucaramanga, Santander.",+1000
Portatil Asus Intel Cel Solido 256gb Ssd Ram 4gb Win10,1.200.000,0,"Chapinero, Bogotá D.C..",+100
Portatil Dell Vostro Amd Ryzen 5 12gb Ram 256gb Ssd Vega 8,2.148.759,0,"Bucaramanga, Santander.",+500
"Computador Portatil Acer Core I5 8gb 1tera Ssd 15,6puLG W10",2.249.470,0,"Bucaramanga, Santander.",+50
"Dell Vostro 3405 14 , Amd Ryzen 5 3450u 8gb 256gb Ssd Linux ",2.000.000,0,"Chapinero, Bogotá D.C..",+1000
Portatil Dell Vostro 3400 Laptop Core I5 1135g7 4gb 1tb 14,1.619.000,0,"Cali, Valle Del Cauca.",+1000
"Portátil Acer Aspire3 Core I5 10a, 8gb Ram 256gb Ssd 15.6 ",1.889.900,0,"Medellín, Antioquia.",+100
Laptop Asus M3500q Ryzen 5 5600h 8gb/512gb /15 Fhd Oled  R,2.899.000,0,"Ibagué, Tolima.",+100
Portatil Hp 14-cf2516la Intel Core I3 10110u 8gb 512gb Ssd,1.406.100,0,"Chapinero, Bogotá D.C..",+1000
Portatil Lenovo Amd Ryzen 3 5300u Ssd 256gb Hdd 1tb Ram 8gb,1.639.900,0,"Bucaramanga, Santander.",+500
Portatil Asus Celeron 4gb 256gb 14  Endless Blanco+morral,950.000,5.0,"Engativá, Bogotá D.C..",+50
Portatil Hp Amd Ryzen 5 5500u Ram 4gb Ssd 256gb 14-fq1052la,1.449.000,0,"Cali, Valle Del Cauca.",+1000
"Computador Portatil Acer Core I5 12gb 1tera Ssd 15,6puLG W10",2.349.560,0,"Bucaramanga, Santander.",+50
Computador Portatil Hp Ryzen 5 16gb Ram 1tera Ssd Disco Win,2.449.900,0,"Bucaramanga, Santander.",+1000
Computador Portátil Acer Core I5 Ram 8gb 256gb Ssd 15.6 ,1.949.900,0,"Ibagué, Tolima.",+100
"Laptop Lenovo I Abyss Blue 15.6 , Intel Core I3 10110u 12gb",1.750.000,0,"Chapinero, Bogotá D.C..",+100
Portatil Asus Zenbook Q408ug R5-5500u 8gb Ssd 256gb Fhd 14 ,2.939.900,0,"Usaquén, Bogotá D.C..",+100
Portatil Lenovo Intel Dual Core Disco Solido 256gb Ram 36gb,1.539.900,0,"Bucaramanga, Santander.",+500
Portatil Asus X415ea-ek1183 Corei5-1135g7 4gb 256ssd Endless,2.249.000,0,"Chapinero, Bogotá D.C..",+100
Portatil Hp Pavilion X360 I3 1125g4 8gb 256ssd 14  Fhd W11,2.099.900,0,"Chapinero, Bogotá D.C..",+100
Tornillos Macbook Air 13 11 2010 2011 2012 2013 A1369 A1466,19.999,0,"Kennedy, Bogotá D.C..",+1000
Portatil Lenovo Chromebook Ofimatica Ram 4gb ,649.540,0,"Bucaramanga, Santander.",+50
Macbook Pro 13 Con Chip M2 (2022) 256gb - Gris Espacial,10.061.250,0,"Cota, Cundinamarca.",+1000
Asus F415ea Core I5-1135g7 11°gen Ram 8gb Ssd 256gb Win 10,2.359.900,0,"Usaquén, Bogotá D.C..",+100
Portátil Lenovo Ideapad 3 Athlon A3050u 4gb Ram 256gbssd -14,1.260.900,0,"Chapinero, Bogotá D.C..",+1000
Computador Portatil Dell Core I5 10gen 8gb 1tera 256gb Ssd,2.349.650,0,"Bucaramanga, Santander.",+500
Computador Portátil Hp Ryzen 5 Ram 20gb 256gb Ssd ,2.299.775,0,"Bucaramanga, Santander.",+500
Computador Portatil Dell Core I5 11gen 8gb 1tera 14puLG,2.249.720,5.0,"Bucaramanga, Santander.",+500
Portátil Corporativo Lenovo Thinkpad T470 Ci5 6th 16g 500ssd,2.387.000,0,"Teusaquillo, Bogotá D.C..",+50
Portatil Lenovo Intel Dual Core Disco1000gb Ram8gb W10,999.900,3.9,"Bucaramanga, Santander.",+100
"Portátil Asus Vivobook14 Ryzen5, 512gb Ssd, Ram 8 Gb, Huella",2.499.000,5.0,"Usaquén, Bogotá D.C..",+100
Computador Portatil Hp Ryzen 5 12gb Ram 480gb Ssd Disco Win,2.229.375,0,"Bucaramanga, Santander.",+500
Portatil Lenovo Core I5 8gb 256gb 10 Generacion Windows 10 ,1.999.280,0,"Bucaramanga, Santander.",+50
Computador Portátil Lenovo Intel Corei5 12gb 256ssd 14pg ,1.999.900,0,"Bucaramanga, Santander.",+100
Portatil Dell Vostro 3400 Core I5 1135g7 Ram 8gb Hdd 1 Tb,2.004.800,0,"Bucaramanga, Santander.",+500
Portátil Computador Hp Intel Dual Core Ram 8gb 256gb Ssd 14 ,1.099.900,5.0,"Bucaramanga, Santander.",+1000
"Portatil Asus Amd Ryzen 5-5500u Disco 512ssd,ram 20,fhd",2.799.900,5.0,"Medellín, Antioquia.",+100
"Portátil Asus Fa506ic Ryzen 7 4800h,8gb,512ssd Pcie,15.6 Fhd",4.690.000,0,"Medellín, Antioquia.",+100
Portatil Asus Tuf Gaming Fx506li Core I5 8gb Ram 512gb Ssd,3.390.000,0,,0
Portatil Lenovo R3 5300u Solido 512gb Ram 4gb Fhd,2.114.143,0,"Suba, Bogotá D.C..",+1000
"Portatil Acer A515-45-r1sv R3 5300u 4gb 1tb 15,6 Windows 10",1.799.800,0,"Engativá, Bogotá D.C..",+50
Portatil Lenovo Intel Dual Core Ram 20gb Ssd 256gb+hdd1tb,1.389.900,0,"Bucaramanga, Santander.",+500
Portátil Lenovo I 3 14alc6 Amd R3 5300u 14 8gb 256gb Linux,2.446.324,0,"Cota, Cundinamarca.",+1000
Portátil Acer Intel Dual Core N4500 Ssd 512 Hdd 1tb Ram 12gb,1.359.900,0,"Bucaramanga, Santander.",+500
Portátil Gateway Ryzen 7 3700u Ram8gb Ssd512gb 15.6  W11 ,2.399.900,0,"Usaquén, Bogotá D.C..",+100
Portátil Corporativo Lenovo Thinkpad T470 Ci5 6th 8gb 250ssd,2.187.000,0,"Teusaquillo, Bogotá D.C..",+50
Portatil Lenovo Ideapad 5 Ryzen 7 5700u 8gb Ssd 512gb 15.6,3.200.000,0,"Chapinero, Bogotá D.C..",+100
"Lenovo Ideapad 3 14itl6, Intel Core I5 1135g7, 256gb Ram 8gb",1.884.000,5.0,"Chapinero, Bogotá D.C..",+50
Portatil Lenovo Ryzen 5 Ram 12gb Doble Disco 512ssd+1tb 2vid,2.750.000,0,"La Candelaria, Bogotá D.C..",+25
"Computador Portatil Acer Core I5 8gb 256gb Ssd 15,6puLG W10",2.099.550,0,"Bucaramanga, Santander.",+50
Portatil Lenovo 11.6 Chromebook Intel 1.1 4gb Ram 32gb Emmc ,799.900,0,"Kennedy, Bogotá D.C..",+1000
Portátil Asus Pro Amd Ryzen 7 5800h 16gb 512ssd 15 Fhd Oled,3.741.900,0,"Pasto, Nariño.",+100
Portátil Acer Intel Dual Core N4500 Ssd 512 Hdd 1tb Tam 8,1.269.900,0,"Bucaramanga, Santander.",+500
Portátil Dell Vostro 3400 Intel Core I5 1135g7 4gb 1tb Linux,1.649.900,0,"Chapinero, Bogotá D.C..",+50
Lenovo Ideapad 1  Ryzen 5 8 Gb Ram 512 Gb Ssd 15  Win 11h,2.109.900,0,"Kennedy, Bogotá D.C..",+100
"Computador Portatil Acer I3 8gb 1tera 10gen 15,6 Win10",2.149.209,0,"Bucaramanga, Santander.",+50
Computador Lenovo Intel Core I5-10210u Ram 20 Gb - 1tb Ssd,2.586.990,0,"Bucaramanga, Santander.",+50
Portatil Hp 15-ef2013dx Amd Ryzen 5 5500 12gb 256gb 15.6'',2.189.700,0,"Usaquén, Bogotá D.C..",+50
Portatil Acer Intel Dual Core N4500 Disco Ssd 512gb Ram 12gb,1.309.900,0,"Bucaramanga, Santander.",+500
Asus X543ua Core I5 8th Generacion/8 Gb Ram/512gb Ssd/15.6 ,1.749.000,0,"Chapinero, Bogotá D.C..",+50
Portátil Dell Inspiron 15 3505 R 5-3450u 16gb + 1tb+1tb Ssd,2.999.900,0,"Bucaramanga, Santander.",+50
Portátil Dell 15- 3505 Ryzen 5 3450u 16gb-ram  512gb Ssd+1tb,2.389.900,0,"Bucaramanga, Santander.",+500
Portatil Acer Intel Dual Core N4500 Disco Ssd 256gb Ram 8gb,1.159.900,0,"Bucaramanga, Santander.",+500
Portatil Hp 14 Cf2515la Core I3 10110u Ssd 256gb 12gb Win 11,1.690.000,0,"Chapinero, Bogotá D.C..",+500
Dell Latitude 7400 14 14  Notebook - Intel Core I7-8665u - 8,11.816.000,0,"Suba, Bogotá D.C..",+500
Portátil Lenovo Thinkpad E14 Amd Ryzen3 8gb 256gb Ssd,2.399.900,0,"Medellín, Antioquia.",+100
Portátil Dell Inspiron 3505 Ryzen 5 3450u 16gb Ram- 1tb Ssd,2.369.900,0,"Bucaramanga, Santander.",+500
,0,0,,0
Portátil Lenovo V145 14 Ast Amd A6-9225 4gb 1tb 14 W10pro,850.000,0,"Chapinero, Bogotá D.C..",+50
Portátil Acer Intel Core I5 4gb 256 Ssd W10 15.6 + Bolso,2.050.000,0,"Floridablanca, Santander.",+100
Dell Inspiron 3501 Intel Core I3 1115g4 8gb Ram 256gb Ssd,1.670.000,5.0,"Ipiales, Nariño.",+50
"Portátil Hp 14 Ryzen 5 Ram 12gb, 1tr Hhd, 2gb Video Antirefl",2.494.000,0,"Usaquén, Bogotá D.C..",+100
 Computadora Samsung Electronics Galaxy Chromebook Go ,1.350.900,0,"Medellín, Antioquia.",+100
Portátil Asus X415j Intel I5 1035g1- 8gb+256 Gb Ssd 14 Fhd,2.299.999,0,"Chapinero, Bogotá D.C..",+100
Portátil Asus X415ea-ek1182 Corei3-1115g4 12gb 256ssd 14 Fh,1.849.000,0,"Chapinero, Bogotá D.C..",+100
Computador Portátil Asus X415ja Intel Core I3 8 Gb 1tb 14'',1.820.000,0,"Chapinero, Bogotá D.C..",+100
"Laptop Asus Bv 1682, I3 1005g1, Ssd 256gb, Ddr4 12gb, Wind",1.680.000,0,"Chapinero, Bogotá D.C..",+100
Portatil Asus Proces Ryzen 5 Ram 12gb Doble Disco 512ssd+1tb,2.390.000,0,"La Candelaria, Bogotá D.C..",+25
Computador Portatil Hp Amd Ryzen 5 Ram 8gb Disco Ssd 512gb ,1.849.900,0,"Bucaramanga, Santander.",+50
Computador Portátil Chromebook Asus C223 4gb Celeron N3350,955.990,0,,0
Portatil Lenovo 3 Ryzen 5 4500u Ram 12gb Ssd 256gb 14 Hd ,2.199.900,0,"Usaquén, Bogotá D.C..",+100
Portátil Asus X543ma Dual Core N4020 4gb Hdd 1000gb 15.6 Fhd,1.141.000,0,"Bucaramanga, Santander.",+1000
Portátil Dell Inspiron 15 3505 Ryzen5-3450u 16gb Ram 1tb Ssd,2.429.900,0,"Bucaramanga, Santander.",+500
Computador Portatil Dell Core I5 10gen 8gb 1tera 14pulgadas,2.249.299,0,"Bucaramanga, Santander.",+50
Dell Inspiron 15 3501 Core I3-1005g1 8gb Ssd 256 Gb 15.6pLG ,2.057.000,0,"Suba, Bogotá D.C..",+1000
Portátil Hp 255 G7 Amd Athlon 3020e 4gb 500gb Windows 10,1.800.000,0,"Chapinero, Bogotá D.C..",+50
Portatil Hp 245 G7  14  Amd 3020e 8gb De Ram 1tb +ssd 128 W,1.300.000,0,"Chapinero, Bogotá D.C..",+100
Portatil Lenovo 11.6 Chromebook Amd A4 1.6 Ram 4gb Emmc 32gb,599.900,0,"Kennedy, Bogotá D.C..",+1000
Asus F415ea Core I5-1135g7 11°gen Ram 8gb Ssd 256gb Win 10,2.279.900,0,"Usaquén, Bogotá D.C..",+5
Portátil Lenovo V14-are Amd Ryzen 5 4500u /12gb/ 256 Gb+ 1tb,2.259.000,0,"Chapinero, Bogotá D.C..",+25
Computador Portatil Acer Core I5 2gb Video 8gb 256ssd  W10,2.490.000,0,"Floridablanca, Santander.",+100
Portátil Acer Intel Dual Core N4500 Disco Hdd 1tb Ram 12gb,1.109.900,0,"Bucaramanga, Santander.",+500
Portatil Asus X415ja-bv2029 Intel Core I3 Ram 12 Gb Ssd 256,1.599.000,0,"Chapinero, Bogotá D.C..",+100
Asus Rog Delta S Animate Gaming Headset | Pantalla Led De M.,1.506.990,0,"Engativá, Bogotá D.C..",+100
Portátil Lenovo Ideapad 3  Amd Ryzen 3 5300u Ssd 256  8gb,1.960.000,0,"Chapinero, Bogotá D.C..",+50
Portatil Asus X415ea-eb221 Core I3 4gb 256gb 14 Fhd Endless,1.569.800,0,"Engativá, Bogotá D.C..",+50
Portátil Hp 14-cf2522la Intel Core I5 12gb 256 Ssd 14 Win 10,2.200.000,0,"Chapinero, Bogotá D.C..",+100
Toshiba 13.3 Pulgadas Chromebook Intel Celeron 4gb Ram /16gb,599.900,0,"Suba, Bogotá D.C..",+50
Portátil Acer  Amd R5 Ram 12gb 512gb Ssd + 1tb Hdd Black,2.150.400,0,"Bucaramanga, Santander.",+50
Computador Lenovo Intel Core I5-10210u Ram 8 Gb - 256 Gb Ssd,1.993.600,0,"Bucaramanga, Santander.",+500
"Laptop  Asus Bv 1682,  I3 1005g1, Ssd 256gb, Ddr4 8gb,  Wind",1.600.000,0,"Chapinero, Bogotá D.C..",+100
Portátil Asus I3 1005g1 10ma 12gb Ram Solido 256gb 15.6pul,1.499.200,0,"Pasto, Nariño.",+100
Dell Inspiron 3501 Intel I3-1115g4 12g Ram 256g Ssd + 1tera,1.850.000,0,"Chapinero, Bogotá D.C..",+100
Portatil Laptop Asus Intel Celeron Ram 4gb Solido 128gb W10,1.049.900,0,"Bucaramanga, Santander.",+500
Portatil Asus Proces Ryzen 5 Ram 12gb Doble Disco 256ssd+1tb,2.580.000,0,"La Candelaria, Bogotá D.C..",+25
